0 0
-0.3 0.3
-0.41997 0.41997
-0.467946 0.467946
-0.487132 0.487132
-0.494804 0.494804
-0.497872 0.497872
-0.499099 0.499099
-0.49959 0.49959
-0.499786 0.499786
-0.499864 0.499864
-0.499896 0.499896
-0.499908 0.499908
-0.499913 0.499913
-0.499915 0.499915
-0.499916 0.499916
-0.499916 0.499916
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
-0.499917 0.499917
